Sale_Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,No of Times Visited,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),Years Since Renovation,Condition_of_the_House_Excellent,Condition_of_the_House_Fair,Condition_of_the_House_Good,Condition_of_the_House_Okay,Ever_Renovated_Yes,Waterfront_View_Yes,Zipcode_Group_Zipcode_Group_1,Zipcode_Group_Zipcode_Group_2,Zipcode_Group_Zipcode_Group_3,Zipcode_Group_Zipcode_Group_4,Zipcode_Group_Zipcode_Group_5,Zipcode_Group_Zipcode_Group_6,Zipcode_Group_Zipcode_Group_7,Zipcode_Group_Zipcode_Group_8,Zipcode_Group_Zipcode_Group_9
581000.0,3,2.5,2600.0,4438.0,2.0,0,7,2600.0,0,14,47.6799,-122.034,2600.0,4904,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
361000.0,3,2.0,1950.0,8698.0,1.0,0,8,1950.0,0,19,47.39,-122.153,2330.0,7212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
345000.0,3,1.0,1250.0,7210.0,1.0,0,7,1250.0,0,54,47.6329,-122.121,1530.0,8800,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
419000.0,2,2.25,1180.0,1253.0,2.0,0,8,840.0,340,10,47.6124,-122.309,1310.0,1963,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
347000.0,3,2.5,1680.0,4308.0,2.0,0,7,1680.0,0,14,47.4802,-122.179,2160.0,4182,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
625000.0,4,2.25,2220.0,36085.0,2.0,0,9,2220.0,0,29,47.5839,-121.991,3000.0,36906,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1129575.0,4,4.25,4890.0,15188.0,2.0,2,10,3090.0,1800,19,47.5602,-122.227,3470.0,16201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
379000.0,3,3.25,2660.0,17852.0,2.5,0,8,2660.0,0,4,47.3077,-122.011,1320.0,11876,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
310000.0,3,1.5,1150.0,3323.0,2.0,0,7,1150.0,0,30,47.5707,-122.017,1150.0,2980,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
250000.0,2,2.0,1130.0,5500.0,1.0,0,6,1130.0,0,77,47.3839,-122.225,1320.0,6600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
682000.0,5,2.75,2760.0,5000.0,2.0,0,9,2760.0,0,13,47.539,-122.188,2870.0,5030,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
246500.0,3,2.0,1430.0,8919.0,1.0,0,7,1430.0,0,26,47.2118,-121.983,1580.0,8919,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
325000.0,3,1.0,1490.0,57381.0,1.5,0,5,1490.0,0,86,47.2597,-122.228,1580.0,101529,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
310950.0,4,2.5,2030.0,4997.0,2.0,0,8,2030.0,0,14,47.393,-122.184,2095.0,5500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1100000.0,3,2.0,3010.0,5000.0,2.0,2,9,1890.0,1120,87,47.6347,-122.396,2688.0,5000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
287500.0,3,1.0,1810.0,7200.0,1.0,0,7,1130.0,680,64,47.7493,-122.351,1810.0,8100,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
431000.0,3,1.0,1810.0,7200.0,1.0,0,7,1130.0,680,64,47.7493,-122.351,1810.0,8100,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
226000.0,3,1.0,970.0,5000.0,1.0,0,6,970.0,0,50,47.5282,-122.279,1290.0,5875,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
825000.0,3,1.75,2010.0,3090.0,1.5,0,7,1510.0,500,92,47.682,-122.348,1600.0,3150,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
175000.0,4,1.0,1300.0,6030.0,1.5,0,6,1300.0,0,71,47.4778,-122.286,1240.0,6900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
465750.0,3,1.5,1260.0,10350.0,1.0,0,7,1260.0,0,59,47.6357,-122.123,1800.0,10350,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
659000.0,4,2.25,2610.0,24931.0,2.0,0,8,2610.0,0,35,47.5771,-122.05,2550.0,18306,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
595000.0,3,1.75,1910.0,5753.0,1.0,3,8,1110.0,800,77,47.6898,-122.327,1630.0,5580,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
350000.0,3,2.25,1780.0,16290.0,2.0,0,8,1780.0,0,31,47.4622,-122.127,1780.0,8810,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
270000.0,4,2.25,1900.0,8600.0,1.0,0,8,1900.0,0,43,47.3102,-122.381,2120.0,8000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
662500.0,6,2.25,2450.0,25600.0,1.0,2,7,1340.0,1110,61,47.6061,-122.117,1850.0,10230,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
249900.0,3,1.75,1380.0,14000.0,1.0,0,5,1380.0,0,79,47.294,-122.281,1490.0,18503,60,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
324500.0,3,1.75,1920.0,11340.0,1.0,0,7,1230.0,690,41,47.3272,-122.362,1980.0,9638,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
430000.0,2,1.75,1350.0,4003.0,1.0,0,8,1350.0,0,14,47.7176,-122.033,1350.0,4479,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
419950.0,2,1.75,1350.0,4003.0,1.0,0,8,1350.0,0,14,47.7176,-122.033,1350.0,4479,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
285000.0,4,1.75,2510.0,7440.0,1.0,2,8,1290.0,1220,56,47.3748,-122.276,1790.0,8000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
332000.0,4,2.5,2470.0,7780.0,2.0,0,8,2470.0,0,16,47.3337,-122.191,2100.0,5972,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
282000.0,4,1.75,1660.0,10725.0,1.0,0,7,960.0,700,62,47.5033,-122.3,1340.0,9023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
320000.0,3,1.0,1340.0,5175.0,1.0,0,7,940.0,400,31,47.7321,-122.34,1020.0,5500,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
428750.0,3,1.0,1620.0,30736.0,1.5,0,7,1620.0,0,107,47.5719,-122.119,2440.0,28826,40,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
330000.0,3,2.25,2300.0,35287.0,2.0,0,8,2300.0,0,41,47.2477,-121.937,1760.0,47916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
456500.0,4,3.5,2000.0,2309.0,3.0,0,8,2000.0,0,10,47.7027,-122.361,1440.0,1548,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
352000.0,3,2.25,1640.0,11050.0,1.0,0,8,1640.0,0,46,47.4723,-122.121,1870.0,11050,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
664000.0,4,2.0,1530.0,4080.0,1.5,0,7,1530.0,0,106,47.6645,-122.325,1860.0,4080,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
628000.0,3,1.75,4000.0,11894.0,1.0,0,9,2190.0,1810,31,47.7738,-122.203,2530.0,8650,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
512000.0,3,1.75,1610.0,12555.0,1.0,0,7,1080.0,530,41,47.6618,-122.136,1780.0,10374,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
254000.0,3,2.0,2070.0,9000.0,1.0,0,7,1450.0,620,49,47.3085,-122.376,1630.0,7885,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
535800.0,4,2.5,1900.0,5790.0,2.0,0,8,1900.0,0,24,47.5691,-121.996,2030.0,5790,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
287653.0,3,1.0,1050.0,16050.0,1.0,0,7,1050.0,0,58,47.3841,-122.006,1610.0,27600,36,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
438000.0,3,2.5,1520.0,1304.0,2.0,0,8,1180.0,340,12,47.5446,-122.385,1270.0,1718,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
450000.0,4,1.75,2390.0,23899.0,1.0,0,7,1750.0,640,69,47.7557,-122.237,1840.0,33900,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
327000.0,5,2.75,2400.0,8050.0,2.0,0,8,2400.0,0,20,47.2635,-122.209,2400.0,8050,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
370500.0,4,2.5,1790.0,6120.0,2.0,0,7,1790.0,0,13,47.4829,-122.128,1950.0,5660,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
265000.0,3,2.5,1720.0,6271.0,2.0,0,7,1720.0,0,25,47.3898,-122.049,1570.0,6587,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
450000.0,4,2.75,2980.0,13260.0,1.0,0,8,1800.0,1180,39,47.5152,-122.197,1920.0,10731,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
425000.0,3,1.0,1520.0,213444.0,1.5,3,8,1520.0,0,30,47.5081,-122.093,2640.0,213444,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166600.0,3,1.75,1150.0,8690.0,1.0,0,7,1150.0,0,41,47.3729,-122.115,1330.0,7040,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
245000.0,1,0.75,380.0,15000.0,1.0,0,5,380.0,0,55,47.481,-122.323,1170.0,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
565000.0,3,1.0,910.0,5212.0,1.0,0,7,910.0,0,67,47.6742,-122.284,1520.0,6300,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
539900.0,3,1.75,1650.0,10150.0,1.0,0,8,1230.0,420,42,47.6963,-122.169,1930.0,8958,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
910000.0,3,3.5,2480.0,3200.0,2.0,0,10,2480.0,0,8,47.5951,-122.307,1980.0,3200,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
280000.0,4,2.5,2050.0,7416.0,2.0,0,8,2050.0,0,28,47.2658,-122.219,2050.0,7920,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
275000.0,3,2.25,1420.0,8549.0,2.0,0,7,1420.0,0,29,47.3576,-122.039,1560.0,7471,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
467000.0,3,2.5,3460.0,6590.0,2.0,0,7,3460.0,0,17,47.4802,-122.188,2490.0,6312,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
457500.0,3,2.5,1500.0,4445.0,2.0,0,8,1500.0,0,22,47.5682,-122.005,1730.0,4408,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
381156.0,2,1.0,1320.0,3090.0,1.0,0,7,1320.0,0,110,47.5517,-122.276,1270.0,4120,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
289999.0,5,2.5,2180.0,8240.0,1.0,0,8,1220.0,960,41,47.3122,-122.191,2050.0,7590,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
642450.0,3,1.75,1830.0,4160.0,1.0,0,7,1230.0,600,99,47.5962,-122.288,1950.0,4160,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
469950.0,3,2.25,1620.0,8701.0,1.0,0,7,1220.0,400,56,47.6071,-122.137,1600.0,7910,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
795000.0,3,2.0,2920.0,13650.0,1.0,2,8,1460.0,1460,43,47.6652,-122.188,2920.0,10988,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
785000.0,4,2.5,3300.0,10514.0,2.0,0,10,3300.0,0,34,47.6323,-122.036,2820.0,11462,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
860000.0,3,2.25,3060.0,12095.0,2.0,0,10,3060.0,0,35,47.5611,-122.106,3060.0,11455,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1100000.0,0,0.0,3064.0,4764.0,3.5,2,7,3064.0,0,28,47.6362,-122.322,2360.0,4000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
147500.0,3,1.0,1530.0,8498.0,1.0,0,7,1530.0,0,59,47.404,-122.203,1380.0,8498,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
390000.0,3,2.0,1910.0,11576.0,1.0,0,7,1410.0,500,40,47.7356,-122.198,2040.0,8750,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
229000.0,3,1.0,1020.0,8100.0,1.0,0,7,1020.0,0,64,47.3586,-122.314,1020.0,8100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
185000.0,3,1.0,1150.0,8100.0,1.0,0,6,1150.0,0,86,47.494,-122.307,1120.0,8100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
414900.0,3,1.5,1260.0,9570.0,1.0,0,7,870.0,390,77,47.7004,-122.305,1620.0,7000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
200000.0,4,2.0,1920.0,4822.0,1.0,0,6,920.0,1000,104,47.5507,-122.381,1120.0,4822,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
225000.0,4,2.25,1800.0,9350.0,1.0,0,8,1800.0,0,49,47.2959,-122.191,2060.0,8800,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
720000.0,3,1.75,2040.0,4000.0,2.0,0,7,1360.0,680,94,47.6675,-122.289,1610.0,4000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
930000.0,4,2.5,2200.0,4000.0,2.0,0,8,1430.0,770,110,47.6402,-122.37,2100.0,4000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1129575.0,5,2.5,3200.0,17204.0,1.0,0,7,2160.0,1040,66,47.6209,-122.222,4090.0,15732,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
700000.0,5,3.25,2400.0,3118.0,2.0,0,7,1780.0,620,90,47.6094,-122.291,2100.0,3941,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
466000.0,2,1.5,1140.0,1058.0,3.0,0,7,1140.0,0,13,47.6608,-122.333,1170.0,1116,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
374000.0,3,1.5,1330.0,10640.0,1.0,0,7,1330.0,0,42,47.7364,-122.193,1460.0,8520,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
480000.0,3,2.5,1940.0,10035.0,2.0,0,8,1940.0,0,24,47.7438,-122.172,2810.0,8333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
740000.0,3,2.5,3000.0,25341.0,2.0,0,9,3000.0,0,23,47.6724,-122.013,3000.0,32417,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1010000.0,4,1.0,1820.0,5400.0,1.5,0,8,1820.0,0,95,47.6476,-122.318,1820.0,5400,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
395000.0,4,2.5,2910.0,5000.0,2.0,0,8,2910.0,0,16,47.3782,-122.127,2740.0,5045,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
340000.0,2,1.0,1090.0,6771.0,1.0,0,6,1090.0,0,64,47.5185,-122.352,1200.0,4992,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
209000.0,3,2.0,1230.0,1340.0,2.0,0,7,1020.0,210,15,47.526,-122.361,1260.0,1312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
431650.0,5,2.5,1710.0,7700.0,1.5,0,7,1710.0,0,56,47.5922,-122.146,1530.0,7700,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
980000.0,5,2.5,3160.0,11470.0,1.0,0,9,1780.0,1380,47,47.5368,-122.216,3260.0,11470,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
660000.0,3,2.5,2680.0,28243.0,2.0,0,9,2680.0,0,25,47.7637,-122.05,2670.0,32130,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
730000.0,4,2.25,2190.0,9009.0,2.0,0,8,1840.0,350,41,47.6916,-122.188,2190.0,10251,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
291500.0,3,1.75,1260.0,9600.0,1.0,0,7,1260.0,0,30,47.3592,-122.076,1640.0,9946,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
905000.0,4,3.5,2970.0,14486.0,2.0,0,9,2340.0,630,21,47.5627,-122.215,3680.0,14486,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
800000.0,4,2.5,2570.0,50308.0,1.5,0,10,2570.0,0,25,47.7418,-122.039,3420.0,37891,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
839900.0,4,3.5,3810.0,13592.0,1.0,1,9,2560.0,1250,5,47.5134,-122.2,3230.0,9311,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
200000.0,1,1.5,1010.0,1157.0,2.0,0,8,950.0,60,11,47.5492,-122.372,1360.0,1688,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300000.0,3,2.0,1480.0,6698.0,1.0,0,7,1080.0,400,39,47.4614,-122.168,1850.0,7348,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
530000.0,3,1.75,1250.0,6041.0,1.5,0,7,1250.0,0,76,47.69,-122.304,1180.0,6042,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
314950.0,3,2.25,1654.0,8479.0,2.0,0,7,1654.0,0,23,47.3627,-122.037,1654.0,8479,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
255000.0,3,1.75,1410.0,9315.0,1.0,0,7,1410.0,0,58,47.3969,-122.198,1630.0,8250,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550000.0,5,2.75,2160.0,5720.0,1.0,0,7,1500.0,660,68,47.5728,-122.304,2160.0,4996,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
435000.0,3,1.0,1400.0,4800.0,1.0,0,6,700.0,700,101,47.5499,-122.391,1470.0,6000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
234000.0,3,1.75,1420.0,8738.0,1.0,0,7,1420.0,0,52,47.3113,-122.207,1660.0,8738,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
615000.0,4,2.25,2500.0,10062.0,1.0,0,8,1600.0,900,43,47.639,-122.1,2500.0,9750,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
205000.0,3,2.0,1410.0,8384.0,1.0,0,7,1410.0,0,33,47.3315,-122.263,1410.0,9205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384000.0,4,1.75,2100.0,7135.0,1.0,0,7,1050.0,1050,63,47.5353,-122.349,1730.0,4000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
324000.0,3,2.5,1750.0,7208.0,2.0,0,8,1750.0,0,24,47.4315,-122.192,2050.0,7524,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
645000.0,3,1.75,2070.0,5500.0,1.0,0,7,1130.0,940,72,47.6733,-122.301,1800.0,4400,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
570000.0,3,3.25,1570.0,1777.0,2.0,0,8,1260.0,310,11,47.6655,-122.369,1000.0,1777,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
324000.0,3,2.5,1920.0,5322.0,2.0,0,8,1920.0,0,19,47.4095,-122.195,1920.0,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270000.0,2,1.0,1000.0,10320.0,1.0,0,6,1000.0,0,75,47.527,-122.356,1100.0,5160,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
290000.0,5,1.5,2120.0,7700.0,1.5,0,7,2120.0,0,56,47.4599,-122.172,1730.0,7700,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
250000.0,3,2.0,1440.0,9220.0,1.0,0,7,1440.0,0,53,47.3702,-122.317,1390.0,7830,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
342000.0,3,1.75,1660.0,16275.0,2.0,0,7,1660.0,0,28,47.6903,-121.915,1520.0,16275,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
255000.0,3,1.5,1340.0,8450.0,1.0,0,7,1340.0,0,60,47.4405,-122.28,1340.0,8920,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
800000.0,3,2.25,2380.0,11824.0,1.0,0,9,1450.0,930,46,47.5371,-122.218,2750.0,11491,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
451000.0,3,1.75,1560.0,4049.0,1.5,2,7,1000.0,560,92,47.5666,-122.375,1430.0,3738,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
990000.0,4,2.5,2780.0,10480.0,1.0,3,7,1390.0,1390,51,47.6597,-122.204,2860.0,10506,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
288400.0,4,2.5,1860.0,6687.0,1.0,0,7,1220.0,640,35,47.4046,-122.186,1860.0,6117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
420000.0,3,1.5,2390.0,4600.0,2.0,0,8,1750.0,640,98,47.5383,-122.268,1690.0,5220,21,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
359000.0,2,2.75,1370.0,1140.0,2.0,0,8,1080.0,290,9,47.7052,-122.343,1370.0,1090,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
390000.0,4,3.0,2570.0,262018.0,1.0,0,7,1420.0,1150,30,47.4417,-122.09,2260.0,19811,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
300000.0,3,2.5,1320.0,2614.0,2.0,0,7,1320.0,0,13,47.5355,-122.283,1320.0,2533,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
545000.0,5,2.5,2520.0,7863.0,1.0,0,7,1500.0,1020,37,47.7096,-122.199,2030.0,8580,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
288349.0,3,1.0,1250.0,18616.0,1.0,0,6,1250.0,0,46,47.3414,-122.047,1920.0,15654,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
299900.0,3,2.25,1560.0,35026.0,1.0,0,7,1290.0,270,33,47.3023,-122.069,1660.0,35160,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
891000.0,4,2.0,2330.0,5000.0,1.5,0,7,1720.0,610,93,47.6804,-122.358,2090.0,5000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1129575.0,3,2.0,3660.0,22410.0,1.0,3,9,1830.0,1830,71,47.6972,-122.4,2680.0,8250,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
378000.0,4,2.5,2790.0,4650.0,2.0,0,8,2790.0,0,14,47.3556,-122.026,2820.0,4650,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
299995.0,2,1.0,1060.0,7200.0,1.0,0,6,1060.0,0,67,47.7463,-122.315,1850.0,8291,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
253000.0,3,2.5,2020.0,6564.0,1.0,0,7,1310.0,710,24,47.3545,-122.158,1710.0,5151,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
350000.0,3,2.25,1580.0,47916.0,1.0,0,7,1580.0,0,39,47.5583,-121.852,1980.0,75358,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
565000.0,4,3.0,2020.0,4300.0,1.5,0,6,2020.0,0,118,47.6653,-122.372,1290.0,3440,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
315000.0,2,1.0,970.0,5665.0,1.0,0,6,970.0,0,110,47.5513,-122.273,1490.0,4429,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
570000.0,4,3.0,1490.0,6766.0,1.5,1,7,1490.0,0,103,47.5446,-122.382,1990.0,6526,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
971000.0,5,3.5,4390.0,10140.0,2.0,0,9,3350.0,1040,13,47.7174,-122.282,2010.0,8400,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
915000.0,5,2.5,2750.0,5589.0,1.5,0,9,1840.0,910,108,47.6364,-122.3,1460.0,4250,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
419000.0,4,1.5,2150.0,23568.0,1.0,0,7,2150.0,0,68,47.4522,-122.355,2150.0,10125,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
260000.0,4,1.75,1810.0,7480.0,1.0,0,7,1230.0,580,41,47.3275,-122.361,1870.0,9594,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1129575.0,3,3.0,2230.0,12968.0,2.0,0,9,2230.0,0,28,47.6271,-122.197,2260.0,10160,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
369950.0,3,1.0,2430.0,10720.0,1.0,0,7,2430.0,0,41,47.4895,-121.787,1660.0,11560,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1030000.0,3,2.5,3680.0,13384.0,2.0,0,10,3680.0,0,24,47.5484,-122.119,3600.0,11306,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
435000.0,5,1.0,1410.0,6750.0,1.5,0,6,1410.0,0,89,47.5453,-122.278,1360.0,6750,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
601000.0,3,1.75,1330.0,6743.0,1.0,0,8,1330.0,0,60,47.7012,-122.286,2600.0,7350,14,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
460500.0,3,1.0,1490.0,10650.0,1.0,0,7,1150.0,340,55,47.663,-122.178,1730.0,9800,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
720000.0,3,2.5,2020.0,1159.0,3.0,3,8,2020.0,0,18,47.6617,-122.356,1920.0,3600,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
851000.0,4,2.5,3130.0,13202.0,2.0,0,10,3130.0,0,22,47.5878,-121.976,2840.0,10470,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
550000.0,4,3.0,2670.0,5000.0,2.0,2,7,2670.0,0,102,47.5784,-122.377,2300.0,5000,39,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
700000.0,4,1.0,1980.0,4560.0,1.5,0,7,1980.0,0,98,47.6606,-122.331,1810.0,3245,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
323000.0,3,1.75,2100.0,14850.0,1.0,0,7,2100.0,0,55,47.3622,-122.059,1930.0,17238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
345500.0,3,1.0,1350.0,8581.0,1.0,0,6,1350.0,0,74,47.7612,-122.362,2080.0,8451,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
378000.0,4,1.5,2140.0,7920.0,1.0,0,7,1190.0,950,59,47.5491,-122.272,2140.0,7238,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
650000.0,4,2.0,2208.0,5000.0,3.0,0,8,2208.0,0,101,47.5711,-122.383,1760.0,5000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
385000.0,3,2.0,1010.0,7380.0,1.0,0,7,1010.0,0,36,47.6273,-122.062,1650.0,9030,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
