ID,Date House was Sold,Sale Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,Waterfront View,No of Times Visited,Condition of the House,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Renovated Year,Zipcode,Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft)
7812800310,14 June 2017,260000.0,2,1.0,1120.0,5650.0,1.0,No,None,Fair,6,1120.0,0,74,0,98178.0,47.4979,-122.241,1270.0,6875
7015200685,14 July 2017,749950.0,3,1.75,1800.0,5700.0,1.0,No,None,Good,8,1000.0,800,77,0,98119.0,47.6491,-122.367,1680.0,5350
3521069051,14 December 2017,330000.0,4,2.25,2380.0,122038.0,2.0,No,None,Good,8,2380.0,0,34,0,98022.0,47.2624,-122.015,2030.0,48000
8032700140,14 October 2017,830000.0,5,3.0,2920.0,2808.0,2.0,No,None,Fair,8,2140.0,780,58,1992,98103.0,47.653999999999996,-122.34200000000001,1620.0,1544
6117500320,14 July 2017,1129575.0,3,2.25,2790.0,13791.0,1.0,No,Thrice,Fair,8,2790.0,0,12,0,98166.0,47.4389,-122.351,2720.0,12600
7305300045,14 July 2017,320000.0,3,1.0,1560.0,7552.0,1.0,No,None,Good,6,910.0,650,70,0,98155.0,47.7552,-122.32700000000001,1200.0,8152
922069139,15 April 2016,260000.0,2,1.0,1550.0,15250.0,1.5,No,None,Excellent,7,1550.0,0,98,0,98038.0,47.407,-122.045,1520.0,34929
84000335,14 June 2017,225000.0,3,2.0,1700.0,11475.0,1.0,No,None,Excellent,6,970.0,730,73,0,98146.0,47.4851,-122.338,1560.0,11475
9232400055,14 September 2017,279200.0,1,1.0,640.0,6350.0,1.0,No,None,Fair,5,640.0,0,79,0,98117.0,47.6976,-122.359,1270.0,6350
1453600202,14 May 2017,520000.0,4,3.5,2680.0,10000.0,2.0,No,None,Fair,8,2040.0,640,76,2014,98125.0,47.726000000000006,-122.296,1530.0,8000
3904910520,14 June 2017,505000.0,3,2.5,1860.0,8060.0,2.0,No,None,Good,8,1860.0,0,31,0,98029.0,47.5674,-122.01700000000001,1850.0,4661
5469300270,14 May 2017,234000.0,3,1.75,1490.0,8366.0,1.0,No,None,Good,7,1010.0,480,43,0,98042.0,47.375,-122.14,1490.0,7469
8681660060,14 September 2017,503000.0,4,2.5,2470.0,5044.0,2.0,No,None,Fair,9,2470.0,0,13,0,98155.0,47.7728,-122.271,2790.0,5583
3902300350,14 August 2017,606000.0,4,2.25,2390.0,8858.0,1.0,No,None,Good,8,1740.0,650,39,0,98033.0,47.6925,-122.184,2240.0,8858
6392003490,14 July 2017,433500.0,3,1.0,1230.0,6000.0,1.0,No,None,Good,7,780.0,450,81,0,98115.0,47.6839,-122.281,1570.0,5000
3342700465,15 January 2016,250000.0,3,1.5,2840.0,10182.0,1.0,No,None,Fair,8,1510.0,1330,67,0,98056.0,47.523999999999994,-122.2,2210.0,9669
2592210160,14 August 2017,719000.0,3,2.5,2120.0,9307.0,2.0,No,None,Good,9,2120.0,0,34,0,98006.0,47.5477,-122.141,2290.0,11524
616000160,14 December 2017,381000.0,3,2.0,1770.0,14400.0,1.0,No,None,Good,8,1770.0,0,59,0,98166.0,47.415,-122.337,1900.0,14400
1687000270,14 May 2017,267000.0,3,2.5,2495.0,4400.0,2.0,No,None,Fair,8,2495.0,0,11,0,98001.0,47.288000000000004,-122.28299999999999,2434.0,4400
4102000075,14 May 2017,275000.0,1,0.75,1170.0,14149.0,1.0,No,None,Excellent,7,880.0,290,56,0,98022.0,47.2653,-121.91,1130.0,24513
8078460550,14 May 2017,651000.0,4,2.5,2740.0,7140.0,2.0,No,None,Fair,8,2740.0,0,25,0,98074.0,47.6334,-122.021,2260.0,7035
2710600070,15 February 2016,439000.0,2,1.0,1050.0,5671.0,1.0,No,None,Fair,7,850.0,200,69,0,98115.0,47.6767,-122.286,1850.0,5243
37000435,15 February 2016,325000.0,2,1.0,1130.0,5070.0,1.0,No,None,Good,7,1130.0,0,63,0,98146.0,47.5141,-122.37700000000001,860.0,6300
5100401414,14 May 2017,490000.0,2,1.0,880.0,6380.0,1.0,No,None,Fair,7,880.0,0,80,1994,98115.0,47.6924,-122.322,1340.0,6380
5631500254,14 October 2017,519900.0,4,2.5,2403.0,6172.0,2.0,No,None,Fair,9,2403.0,0,19,0,98028.0,47.7361,-122.234,2380.0,6075
8567300140,14 July 2017,545000.0,4,2.75,3410.0,35040.0,2.0,No,None,Fair,9,3410.0,0,34,0,98038.0,47.4054,-122.03,2580.0,37263
98000060,14 July 2017,1060000.0,4,4.0,5320.0,20041.0,2.0,No,None,Fair,10,5320.0,0,15,0,98075.0,47.5852,-121.96600000000001,4640.0,17268
2205500400,14 May 2017,542000.0,4,1.75,1900.0,8250.0,1.0,No,None,Good,7,950.0,950,63,0,98006.0,47.5765,-122.147,1480.0,8360
1726069084,14 December 2017,465000.0,4,1.75,1810.0,21650.0,2.0,No,None,Good,7,1810.0,0,57,0,98077.0,47.7358,-122.07600000000001,2700.0,29680
8682291840,15 March 2016,408000.0,2,2.0,1200.0,3900.0,1.0,No,None,Fair,8,1200.0,0,12,0,98053.0,47.72,-122.024,1440.0,5580
5003600240,14 December 2017,292000.0,4,2.5,2060.0,5950.0,2.0,No,None,Fair,8,2060.0,0,18,0,98030.0,47.3631,-122.19200000000001,2242.0,6406
5636000400,14 May 2017,253000.0,3,1.75,1250.0,10122.0,1.0,No,None,Fair,7,1250.0,0,24,0,98010.0,47.3277,-122.001,1980.0,10175
3298700125,14 September 2017,280000.0,2,1.0,910.0,4662.0,1.0,No,None,Excellent,6,910.0,0,76,0,98106.0,47.5232,-122.354,890.0,6050
7880000060,14 June 2017,658588.0,3,2.25,2560.0,41346.0,2.0,No,None,Fair,10,2560.0,0,32,0,98027.0,47.4871,-122.065,3040.0,35395
7811200310,14 December 2017,635000.0,4,2.25,1920.0,8910.0,1.0,No,None,Good,8,1200.0,720,49,0,98005.0,47.5897,-122.156,2250.0,8800
5255690160,14 October 2017,439000.0,4,2.25,2240.0,8300.0,2.0,No,None,Fair,8,2240.0,0,40,0,98011.0,47.7746,-122.197,2340.0,8500
869700320,14 August 2017,300000.0,3,2.5,1260.0,3855.0,2.0,No,None,Fair,8,1260.0,0,19,0,98059.0,47.4908,-122.154,1310.0,3344
6052401631,15 February 2016,345000.0,3,1.5,1360.0,13496.0,1.0,No,None,Good,8,1360.0,0,58,0,98198.0,47.4032,-122.314,1900.0,10538
5089700260,14 August 2017,283500.0,4,2.25,2100.0,8050.0,2.0,No,None,Fair,8,2100.0,0,40,0,98055.0,47.4391,-122.193,2190.0,7700
9473200105,14 September 2017,425000.0,2,1.0,2110.0,4920.0,1.5,No,None,Fair,7,1460.0,650,107,0,98103.0,47.6872,-122.339,1390.0,4732
6678900140,15 March 2016,685000.0,3,1.75,2210.0,8955.0,1.0,No,Once,Fair,8,1560.0,650,44,0,98033.0,47.6621,-122.189,2210.0,8976
9552700550,15 April 2016,750000.0,3,2.5,2360.0,12987.0,2.0,No,None,Fair,8,2360.0,0,35,0,98006.0,47.5471,-122.149,2480.0,11665
2171400218,15 April 2016,245000.0,4,1.5,1280.0,8000.0,1.0,No,None,Fair,6,1280.0,0,58,0,98178.0,47.4949,-122.255,1420.0,8211
9122001231,15 April 2016,585444.0,6,3.75,2740.0,6924.0,1.0,No,Twice,Fair,7,1640.0,1100,56,0,98144.0,47.5816,-122.296,1940.0,6000
6639900012,14 September 2017,706000.0,4,2.5,2740.0,7571.0,2.0,No,None,Fair,9,2740.0,0,9,0,98033.0,47.6962,-122.179,2880.0,7203
8151601090,14 August 2017,445000.0,4,2.0,2630.0,9099.0,1.5,No,None,Fair,7,1830.0,800,74,2009,98146.0,47.5067,-122.361,1430.0,6825
6664900260,15 February 2016,241000.0,3,2.0,1650.0,6000.0,1.0,No,None,Fair,7,1650.0,0,28,0,98023.0,47.2904,-122.353,1870.0,6000
7663700030,15 May 2016,1129575.0,2,2.5,1770.0,7155.0,2.0,Yes,Four,Fair,8,1770.0,0,61,2004,98155.0,47.7345,-122.285,2410.0,10476
952000055,15 February 2016,530000.0,3,1.0,1500.0,5750.0,1.5,No,None,Good,7,1050.0,450,91,0,98126.0,47.5677,-122.376,1500.0,5060
4292300024,15 March 2016,350000.0,3,1.5,1430.0,12199.0,1.0,No,None,Fair,7,1130.0,300,70,0,98133.0,47.7352,-122.33,1490.0,8196
8073000550,15 April 2016,1129575.0,4,3.75,3190.0,17186.0,2.0,Yes,Four,Fair,10,3190.0,0,19,0,98178.0,47.5115,-122.24600000000001,2290.0,13496
9238450160,15 April 2016,389000.0,3,1.0,1280.0,9630.0,1.0,No,None,Fair,7,1280.0,0,50,0,98072.0,47.7677,-122.163,1300.0,9453
6127600036,14 November 2017,799000.0,4,2.75,2390.0,6820.0,2.0,No,None,Good,7,2140.0,250,73,0,98115.0,47.6788,-122.27,1980.0,6820
1370801331,14 August 2017,1129575.0,4,2.5,4040.0,9630.0,1.0,No,Thrice,Good,9,2020.0,2020,67,0,98199.0,47.6408,-122.41,3160.0,8025
3500100226,14 December 2017,340895.0,2,1.0,920.0,8612.0,1.0,No,None,Excellent,7,920.0,0,71,0,98155.0,47.733999999999995,-122.301,1500.0,7956
319500570,14 May 2017,780000.0,4,2.5,2730.0,10281.0,2.0,No,Twice,Fair,9,2730.0,0,22,0,98074.0,47.6227,-122.029,2750.0,7220
3751604974,14 December 2017,350000.0,2,1.5,1320.0,73600.0,1.0,No,None,Fair,7,1320.0,0,25,0,98001.0,47.2755,-122.271,1320.0,33600
7852030320,15 February 2016,470000.0,3,2.5,2620.0,4874.0,2.0,No,None,Fair,7,2620.0,0,19,0,98065.0,47.5328,-121.87899999999999,2360.0,4231
2481630070,15 January 2016,914600.0,4,3.0,3180.0,80837.0,2.0,No,None,Fair,10,3180.0,0,33,0,98072.0,47.7336,-122.134,3180.0,38715
4299000030,14 September 2017,354000.0,4,2.5,2900.0,4762.0,2.0,No,None,Fair,8,2900.0,0,13,0,98042.0,47.3663,-122.12899999999999,2900.0,5173
3886902590,15 February 2016,470000.0,5,2.0,1900.0,6000.0,1.5,No,None,Good,6,1900.0,0,98,0,98033.0,47.6831,-122.186,2110.0,8400
9178601000,14 July 2017,715000.0,3,2.0,1760.0,5400.0,1.0,No,None,Excellent,7,1160.0,600,91,0,98103.0,47.6558,-122.331,1640.0,5400
2861100030,14 October 2017,265000.0,2,1.0,760.0,4000.0,1.0,No,None,Good,6,760.0,0,68,0,98108.0,47.5466,-122.304,1640.0,4500
9471200370,15 March 2016,1129575.0,4,3.0,3710.0,20000.0,2.0,No,Twice,Excellent,10,2760.0,950,82,0,98105.0,47.6696,-122.26100000000001,3970.0,20000
625049286,14 August 2017,640000.0,3,1.0,1530.0,4944.0,1.0,No,None,Fair,7,1530.0,0,68,0,98103.0,47.6857,-122.34100000000001,1500.0,4944
133000135,14 November 2017,290000.0,4,1.75,1990.0,18900.0,2.0,No,None,Good,7,1870.0,120,89,0,98168.0,47.5131,-122.31299999999999,1710.0,12400
7214700830,14 May 2017,480000.0,5,4.75,3830.0,35000.0,1.0,No,None,Fair,8,2130.0,1700,42,0,98077.0,47.7597,-122.079,2750.0,36150
4473400045,14 August 2017,535000.0,3,2.0,2040.0,5600.0,1.0,No,Once,Excellent,7,1120.0,920,64,0,98144.0,47.5959,-122.29299999999999,2120.0,4958
9413600350,14 August 2017,907000.0,3,1.75,2170.0,12220.0,1.0,No,None,Excellent,8,2170.0,0,53,0,98033.0,47.6537,-122.195,1980.0,9000
1138010520,14 June 2017,459000.0,3,1.75,1620.0,7330.0,1.0,No,None,Good,7,1090.0,530,44,0,98034.0,47.7148,-122.213,1380.0,7191
7431500341,15 April 2016,1129575.0,3,2.5,3600.0,21399.0,1.0,No,Thrice,Fair,9,2310.0,1290,68,2007,98008.0,47.6191,-122.09899999999999,2830.0,17559
8830400135,15 March 2016,264950.0,3,1.5,1470.0,11599.0,1.0,No,None,Fair,7,1070.0,400,51,0,98030.0,47.3632,-122.18799999999999,1580.0,9760
5694000710,14 November 2017,352950.0,3,1.0,1760.0,3000.0,1.5,No,None,Bad,6,1760.0,0,118,0,98103.0,47.6598,-122.348,1320.0,1266
1951820070,14 August 2017,491500.0,3,2.25,2230.0,13100.0,1.0,No,None,Good,8,1510.0,720,44,0,98006.0,47.5413,-122.17399999999999,2010.0,10650
6137500320,14 June 2017,1129575.0,4,3.5,3770.0,37034.0,2.0,No,None,Fair,10,2830.0,940,29,0,98007.0,47.6463,-122.15100000000001,3200.0,36342
6703100070,15 April 2016,369500.0,3,1.0,1200.0,9194.0,1.0,No,None,Good,7,1200.0,0,66,0,98155.0,47.7362,-122.319,1330.0,8650
339350070,15 March 2016,566000.0,3,2.5,2090.0,6294.0,2.0,No,None,Fair,9,2090.0,0,14,0,98052.0,47.68600000000001,-122.095,2520.0,5735
7399300860,14 August 2017,290000.0,3,2.25,1500.0,7308.0,1.0,No,None,Good,7,1210.0,290,50,0,98055.0,47.4621,-122.18700000000001,1480.0,7400
8907500070,15 April 2016,1129575.0,5,5.0,8000.0,23985.0,2.0,No,Four,Fair,10,6720.0,1280,9,0,98004.0,47.6232,-122.22,4600.0,21750
8651430560,14 May 2017,180000.0,3,1.0,870.0,5330.0,1.0,No,None,Fair,6,870.0,0,49,2014,98042.0,47.369,-122.07700000000001,840.0,5200
2228900270,14 August 2017,215000.0,2,1.0,1010.0,6000.0,1.0,No,None,Good,6,1010.0,0,74,0,98133.0,47.771,-122.353,1610.0,7313
2228900270,15 February 2016,302000.0,2,1.0,1010.0,6000.0,1.0,No,None,Good,6,1010.0,0,74,0,98133.0,47.771,-122.353,1610.0,7313
6880200030,15 April 2016,352500.0,3,1.75,1860.0,7881.0,1.0,No,None,Fair,7,1160.0,700,32,0,98198.0,47.3855,-122.322,1490.0,7527
7227501170,14 June 2017,235867.0,4,2.0,1330.0,5926.0,1.0,No,None,Good,5,1330.0,0,76,0,98056.0,47.496,-122.19,1150.0,5485
7504460200,14 July 2017,500000.0,3,2.25,1760.0,11946.0,2.0,No,None,Fair,8,1760.0,0,40,0,98074.0,47.623999999999995,-122.05,2080.0,12068
1559900200,15 March 2016,382000.0,3,2.25,1800.0,4500.0,2.0,No,None,Fair,7,1800.0,0,23,0,98019.0,47.7462,-121.98,1760.0,6589
546000400,15 April 2016,515000.0,5,2.5,1690.0,2402.0,1.5,No,None,Fair,7,990.0,700,88,0,98117.0,47.6903,-122.38,1200.0,4005
1596600060,15 May 2016,250000.0,1,1.0,660.0,2600.0,1.0,No,None,Fair,6,660.0,0,99,0,98144.0,47.5723,-122.304,1560.0,5445
6021501920,14 June 2017,672500.0,3,2.25,2400.0,5300.0,1.5,No,None,Good,7,1250.0,1150,79,0,98117.0,47.6876,-122.384,1540.0,4800
3275860270,14 October 2017,755000.0,3,2.25,3020.0,13031.0,2.0,No,None,Fair,9,3020.0,0,29,0,98052.0,47.6897,-122.098,2480.0,10204
5457300703,15 March 2016,707500.0,3,1.0,1500.0,2555.0,2.0,No,Twice,Fair,7,1500.0,0,108,0,98109.0,47.626999999999995,-122.353,1820.0,2555
2919700885,14 August 2017,459000.0,4,2.0,1560.0,3840.0,1.0,No,None,Good,6,960.0,600,94,0,98117.0,47.6882,-122.365,1560.0,4800
1951500030,15 February 2016,140000.0,3,1.0,1090.0,10620.0,1.5,No,None,Fair,7,1090.0,0,59,0,98032.0,47.3748,-122.294,1380.0,10620
9550200310,14 August 2017,495000.0,2,1.0,970.0,4284.0,1.0,No,None,Fair,7,970.0,0,113,0,98103.0,47.6667,-122.333,2050.0,4284
3630120700,14 May 2017,757000.0,3,3.25,3190.0,5283.0,2.0,No,None,Fair,9,3190.0,0,11,0,98029.0,47.5534,-122.00200000000001,2950.0,5198
3630120700,15 January 2016,765000.0,3,3.25,3190.0,5283.0,2.0,No,None,Fair,9,3190.0,0,11,0,98029.0,47.5534,-122.00200000000001,2950.0,5198
6370000070,14 September 2017,359000.0,4,1.5,1890.0,6052.0,1.0,No,None,Good,7,1890.0,0,63,0,98125.0,47.7055,-122.3,1510.0,6072
7935000125,14 June 2017,440000.0,3,1.0,1050.0,7500.0,1.0,No,None,Fair,6,1050.0,0,118,0,98136.0,47.5473,-122.396,1380.0,7500
3034200058,14 May 2017,400000.0,4,1.5,1390.0,7200.0,1.0,No,None,Fair,7,1140.0,250,53,0,98133.0,47.7224,-122.33200000000001,1630.0,7702
2856102336,15 March 2016,652000.0,3,2.0,1700.0,4080.0,1.0,No,None,Good,7,850.0,850,77,0,98117.0,47.6785,-122.39299999999999,1480.0,5100
2523039239,14 May 2017,260000.0,3,1.75,1050.0,5850.0,1.0,No,None,Fair,7,1050.0,0,38,0,98166.0,47.4574,-122.35799999999999,1220.0,8880
5452800310,15 April 2016,1129575.0,5,3.0,3340.0,10796.0,1.0,No,Twice,Fair,9,2120.0,1220,54,1990,98040.0,47.5421,-122.229,3290.0,12955
2724069070,15 February 2016,519500.0,4,2.0,1540.0,17859.0,1.0,No,None,Fair,6,1540.0,0,54,0,98027.0,47.5326,-122.03200000000001,1390.0,9688
6690500320,14 October 2017,650000.0,3,1.0,1710.0,5992.0,1.5,No,None,Good,7,1560.0,150,90,0,98103.0,47.6861,-122.354,1240.0,3001
2413301070,15 March 2016,280000.0,4,2.25,2100.0,8075.0,2.0,No,None,Fair,8,2100.0,0,40,0,98003.0,47.3251,-122.329,2100.0,7464
1562100030,14 September 2017,515000.0,4,1.75,1730.0,7980.0,1.0,No,None,Good,8,1730.0,0,53,0,98007.0,47.6219,-122.13799999999999,2080.0,8400
7941140070,15 March 2016,400000.0,3,2.25,1500.0,2692.0,2.0,No,None,Fair,7,1500.0,0,32,0,98034.0,47.7159,-122.20299999999999,1470.0,2418
1703050520,15 April 2016,652100.0,3,2.5,2380.0,5017.0,2.0,No,None,Fair,9,2380.0,0,15,0,98074.0,47.6297,-122.021,2670.0,6066
2412600030,14 June 2017,235000.0,6,3.0,2180.0,7956.0,2.0,No,None,Fair,7,2180.0,0,38,0,98003.0,47.3054,-122.305,2214.0,7684
5266300140,15 April 2016,701000.0,4,1.5,1840.0,10080.0,2.0,No,None,Fair,8,1840.0,0,111,0,98118.0,47.5575,-122.279,1830.0,5040
11520030,14 June 2017,640000.0,4,2.5,2341.0,9594.0,2.0,No,None,Fair,9,2341.0,0,21,0,98052.0,47.6993,-122.115,2850.0,9421
7202290140,14 July 2017,455800.0,3,2.5,1690.0,4584.0,2.0,No,None,Fair,7,1690.0,0,16,0,98053.0,47.6866,-122.04299999999999,1600.0,3164
8161010060,14 December 2017,504750.0,3,2.5,2490.0,21937.0,2.0,No,None,Fair,8,2490.0,0,25,0,98014.0,47.6442,-121.898,2450.0,21937
8562900710,14 July 2017,483000.0,3,3.0,2440.0,15540.0,2.0,No,None,Fair,9,2440.0,0,26,0,98074.0,47.6104,-122.06,2440.0,15283
8888000055,14 December 2017,530000.0,3,0.75,920.0,20412.0,1.0,Yes,Twice,Excellent,6,920.0,0,68,0,98070.0,47.4781,-122.49,1162.0,54705
3395800295,14 July 2017,250000.0,2,1.0,1030.0,8786.0,1.0,No,None,Fair,6,1030.0,0,62,0,98146.0,47.4814,-122.34100000000001,1480.0,8121
5557320030,14 September 2017,229950.0,5,2.75,2000.0,5885.0,1.0,No,None,Fair,7,1260.0,740,24,0,98023.0,47.3155,-122.34700000000001,1960.0,6514
2909300640,14 July 2017,884744.0,4,3.5,4210.0,9414.0,2.0,No,None,Fair,9,4210.0,0,17,0,98074.0,47.6067,-122.022,3950.0,8880
5202500030,15 April 2016,514000.0,3,1.5,1610.0,9964.0,1.0,No,None,Fair,7,1080.0,530,41,0,98052.0,47.6681,-122.14299999999999,1610.0,9964
5561300640,15 May 2016,532000.0,3,2.25,1910.0,35015.0,1.0,No,None,Good,8,1430.0,480,41,0,98027.0,47.4672,-122.006,2340.0,36680
3449900030,14 September 2017,423000.0,4,2.5,2660.0,5539.0,2.0,No,None,Fair,8,2660.0,0,14,0,98059.0,47.4981,-122.162,2380.0,5539
952003435,14 August 2017,420000.0,2,1.0,820.0,4025.0,1.0,No,Twice,Excellent,6,820.0,0,96,0,98126.0,47.5649,-122.38,1410.0,5750
6204200340,14 November 2017,521000.0,3,1.75,1730.0,18250.0,1.0,No,None,Fair,8,1730.0,0,30,0,98011.0,47.736999999999995,-122.20100000000001,2180.0,10027
1737100830,15 February 2016,577000.0,4,2.25,2360.0,7490.0,2.0,No,None,Fair,8,2360.0,0,39,0,98033.0,47.6988,-122.169,2360.0,7490
2207200520,14 September 2017,425000.0,3,1.0,970.0,8040.0,1.0,No,None,Fair,7,970.0,0,62,0,98007.0,47.603,-122.132,1250.0,7000
3818400060,14 October 2017,495000.0,4,2.5,2460.0,4862.0,2.0,No,None,Fair,8,2460.0,0,14,0,98028.0,47.7719,-122.235,2900.0,4895
9264960560,14 October 2017,340000.0,3,2.5,2690.0,8577.0,2.0,No,None,Fair,9,2690.0,0,31,0,98023.0,47.3026,-122.351,2570.0,8066
6362900172,14 September 2017,499950.0,3,3.5,1820.0,1991.0,2.0,No,None,Fair,8,1430.0,390,4,0,98144.0,47.596000000000004,-122.29799999999999,1550.0,1460
9272200810,15 March 2016,1129575.0,4,3.0,3470.0,4750.0,2.0,No,Twice,Fair,9,2370.0,1100,4,0,98116.0,47.5917,-122.38600000000001,2420.0,4761
3629160060,15 February 2016,720000.0,4,2.75,3370.0,7634.0,1.0,No,Twice,Excellent,8,2110.0,1260,41,0,98056.0,47.5259,-122.204,2460.0,7634
4324200060,15 March 2016,249000.0,3,1.5,1700.0,8247.0,1.0,No,None,Fair,7,1010.0,690,48,0,98031.0,47.4216,-122.17399999999999,1440.0,8400
3830620710,14 June 2017,206135.0,3,1.0,1340.0,11070.0,1.0,No,None,Good,7,1340.0,0,40,0,98030.0,47.3527,-122.178,1650.0,7630
3276900030,14 October 2017,300000.0,5,2.75,2000.0,9276.0,2.0,No,None,Good,7,2000.0,0,50,0,98055.0,47.443999999999996,-122.19,1240.0,8270
4058800830,15 March 2016,612000.0,6,3.0,3840.0,14040.0,1.5,No,Thrice,Fair,8,2460.0,1380,69,0,98178.0,47.506,-122.241,2170.0,6765
6202600070,14 November 2017,1100000.0,5,2.5,3890.0,27311.0,2.0,No,Twice,Fair,10,3890.0,0,68,1990,98177.0,47.7291,-122.363,3160.0,22641
8581200030,15 February 2016,230000.0,4,2.0,1220.0,9100.0,1.5,No,None,Good,7,1220.0,0,48,0,98023.0,47.2964,-122.376,1160.0,7700
2771601940,15 May 2016,850000.0,3,1.0,2280.0,4600.0,1.0,No,Twice,Fair,8,1250.0,1030,82,0,98119.0,47.6378,-122.37200000000001,1910.0,4000
2214800270,14 September 2017,355000.0,4,2.5,2770.0,7000.0,1.0,No,None,Good,7,1940.0,830,39,0,98001.0,47.3396,-122.256,2140.0,7684
7312000240,14 June 2017,442000.0,4,2.5,2520.0,7253.0,2.0,No,None,Fair,9,2520.0,0,28,0,98059.0,47.5148,-122.15899999999999,2570.0,8359
8562890560,14 June 2017,399000.0,4,3.0,3060.0,5000.0,2.0,No,None,Fair,8,3060.0,0,17,0,98042.0,47.3786,-122.126,3060.0,5668
4136930310,14 November 2017,360000.0,4,2.5,2390.0,7115.0,2.0,No,None,Fair,9,2390.0,0,19,0,98092.0,47.2593,-122.22200000000001,2600.0,7916
1328330350,15 February 2016,390000.0,3,1.75,1320.0,7725.0,1.0,No,None,Fair,8,1320.0,0,40,0,98058.0,47.4425,-122.133,2020.0,7210
5255690060,15 March 2016,413000.0,5,2.5,2900.0,8711.0,1.0,No,None,Fair,8,1650.0,1250,41,0,98011.0,47.7752,-122.197,2340.0,8869
402000260,15 February 2016,190000.0,2,1.0,700.0,9500.0,1.0,No,None,Fair,6,700.0,0,67,0,98118.0,47.5294,-122.27600000000001,1020.0,5617
7787110060,14 October 2017,432900.0,3,2.5,2210.0,9226.0,2.0,No,None,Fair,8,2210.0,0,20,0,98045.0,47.4849,-121.78200000000001,2430.0,8902
8651580310,14 May 2017,621138.0,3,2.25,2180.0,7741.0,2.0,No,None,Fair,9,2180.0,0,32,0,98074.0,47.6482,-122.072,2300.0,8581
3705000060,14 June 2017,270000.0,3,2.25,2080.0,4252.0,1.5,No,None,Fair,7,1550.0,530,15,0,98042.0,47.4203,-122.15700000000001,2080.0,2275
7525410060,15 January 2016,610000.0,4,2.25,2090.0,35040.0,1.0,No,None,Fair,8,1490.0,600,38,0,98075.0,47.5739,-122.03200000000001,2910.0,21132
3295700060,14 June 2017,500000.0,3,2.0,1720.0,5525.0,1.0,No,Twice,Excellent,7,960.0,760,77,0,98108.0,47.559,-122.29799999999999,1760.0,5525
8121500060,14 August 2017,715000.0,4,2.25,2460.0,40635.0,1.0,No,None,Excellent,8,2460.0,0,50,0,98053.0,47.6627,-122.03200000000001,2250.0,40635
3728800320,14 May 2017,264000.0,3,1.5,1470.0,14821.0,1.0,No,None,Good,7,1470.0,0,60,0,98042.0,47.3658,-122.148,1760.0,15370
6003501535,14 August 2017,550000.0,3,1.75,1650.0,3200.0,1.5,No,None,Fair,8,1650.0,0,117,0,98102.0,47.6209,-122.31700000000001,1500.0,2400
2621750340,14 October 2017,337000.0,3,2.0,1690.0,9087.0,1.0,No,None,Fair,8,1690.0,0,21,0,98042.0,47.3724,-122.10799999999999,2090.0,8100
3445000274,15 May 2016,170000.0,3,1.0,970.0,8710.0,1.0,No,None,Good,6,970.0,0,56,0,98198.0,47.4167,-122.302,1280.0,11805
3288200030,14 August 2017,405000.0,4,2.5,2030.0,9095.0,1.0,No,None,Good,7,1130.0,900,46,0,98034.0,47.7321,-122.185,1940.0,8000
4188000640,14 September 2017,775000.0,4,2.5,2540.0,28563.0,1.0,No,None,Fair,10,2540.0,0,34,0,98052.0,47.7185,-122.11399999999999,2790.0,20301
2558730070,14 August 2017,425000.0,3,2.25,1570.0,7475.0,1.0,No,None,Good,7,1200.0,370,35,0,98034.0,47.7223,-122.17399999999999,1700.0,7230
7923500060,14 September 2017,713000.0,5,2.75,2580.0,9242.0,2.0,No,Twice,Good,8,1720.0,860,51,0,98007.0,47.5943,-122.133,2240.0,9316
8016300030,14 November 2017,555000.0,5,2.5,2090.0,8712.0,1.0,No,None,Fair,8,1420.0,670,52,0,98008.0,47.5968,-122.12700000000001,2490.0,8712
3629920830,15 May 2016,810000.0,4,2.5,3260.0,5608.0,2.0,No,None,Fair,9,3260.0,0,15,0,98029.0,47.5453,-121.995,3010.0,5608
4054510270,14 August 2017,1129575.0,4,3.75,3830.0,41263.0,2.0,No,None,Good,10,3830.0,0,28,0,98077.0,47.7237,-122.042,5600.0,56568
2864600105,14 June 2017,819000.0,3,3.5,2130.0,6150.0,2.0,No,Twice,Excellent,8,1530.0,600,110,0,98199.0,47.6491,-122.405,2040.0,5381
8165500830,15 March 2016,409900.0,3,2.5,1690.0,1200.0,2.0,No,None,Fair,8,1410.0,280,5,0,98106.0,47.5389,-122.367,1690.0,1760
4395600060,14 June 2017,935000.0,2,2.5,1780.0,2067.0,2.0,No,None,Excellent,9,1780.0,0,44,0,98004.0,47.6132,-122.21,2320.0,2067
4444800045,15 April 2016,657500.0,4,1.75,1620.0,7560.0,1.0,No,Thrice,Good,7,1380.0,240,71,0,98117.0,47.6981,-122.4,2170.0,8650
1115300270,15 April 2016,900000.0,6,3.75,4210.0,6105.0,2.0,No,None,Fair,9,3280.0,930,10,0,98059.0,47.5211,-122.15700000000001,3820.0,6368
5363200200,15 April 2016,932800.0,5,3.25,2980.0,7095.0,2.5,No,None,Fair,9,2980.0,0,20,2007,98115.0,47.6919,-122.294,1670.0,7140
